"","responseid","RMTQ","OPEN","CONSC","EXTRA","AGREE","NEURO","specism","RSE","selfcontrol","hightemp","socialt","solitaryt","riska","anxiety","avoidance","stress","socialdiversity","networksize","socialembedded","prejafr","rwa","lonely","SDO","DASS","WEMWBS","OVP","intuition","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic","STRAQ"
"99","R_2OJYSlpioR9rRG2",2.88888888888889,3.33333333333333,3.375,2.95652173913043,2.875,2.33333333333333,1.83333333333333,2.2,2.92307692307692,2.14285714285714,2.8,2.125,3,4.61111111111111,3.72222222222222,3.78571428571429,5,21,7,2.86666666666667,2.55,2.95,4.5,1.5,4.07142857142857,3,5.25,4.625,3.72222222222222,3.7,1.7,2.44444444444444,2.88888888888889,2.88888888888889,5.09090909090909,2.78947368421053,4,3.18181818181818,3,2.53333333333333,3.6,3.44444444444444,2.53846153846154,2.14285714285714,2.9
"100","R_2OUynfLxXe1uevz",2.77777777777778,4,3.66666666666667,3.39130434782609,3.625,3.375,1.16666666666667,2.4,2.38461538461538,3,2.4,3,4,3.83333333333333,1.88888888888889,2.64285714285714,9,37,5,2.86666666666667,2,3.45,6.4375,2.25,3.21428571428571,2.375,7.75,3.8125,1.88888888888889,2.8,3.1,2.44444444444444,3.05555555555556,3.55555555555556,6.18181818181818,2.84210526315789,3.53846153846154,3.90909090909091,3,1.93333333333333,4.6,3.11111111111111,4,4.07142857142857,2.85
"101","R_2OZHE5ZBbtpO6ZM",2.72222222222222,3.70833333333333,3.125,3.91304347826087,3.79166666666667,2.5,1,1.6,3.30769230769231,2.28571428571429,3.4,4.875,2,3.22222222222222,1.55555555555556,2.57142857142857,7,31,6,4.46666666666667,2.7,2.35,6.125,1.85,3.5,3.625,8,3.4375,1.55555555555556,3,2.1,1.77777777777778,2.77777777777778,2.22222222222222,6.27272727272727,4.31578947368421,2.92307692307692,3.63636363636364,2.6,2.6,3.4,4.22222222222222,3.15384615384615,4.5,4.1
"102","R_2pLWk7UZ7GkWY4t",2.61111111111111,3.25,4.45833333333333,4.08695652173913,NA,1.95833333333333,3,1.2,1.46153846153846,1.14285714285714,3.2,3.375,4.66666666666667,1.38888888888889,1.66666666666667,3.85714285714286,8,30,5,NA,2.85,3.75,6,1.8,4.28571428571429,3.9375,7,1.375,1.66666666666667,3.73333333333333,2,1.33333333333333,4.38888888888889,3.72222222222222,5.63636363636364,NA,4.61538461538461,3,3.4,3,2.4,3.33333333333333,4.69230769230769,4.92857142857143,3.85
"103","R_2PvcaztBhgjX2Ig",2.61111111111111,2.91666666666667,3.08333333333333,2.69565217391304,NA,3.70833333333333,2.83333333333333,2.6,NA,3.71428571428571,2.6,3.625,4,4.22222222222222,4,2.07142857142857,5,22,7,3.93333333333333,3.55,2.6,5.5625,2.2,2.78571428571429,2.375,7.5,4.125,4,2.56666666666667,3.3,3,2.22222222222222,2.66666666666667,5.45454545454545,3.89473684210526,NA,2.54545454545455,2,3.2,2.6,2.44444444444444,2.53846153846154,4.14285714285714,2.9
"104","R_2q3lbR5hmhasIy1",2.88888888888889,3.79166666666667,2.16666666666667,3.30434782608696,3.25,4.33333333333333,3.16666666666667,2.2,4.23076923076923,3.85714285714286,5,4.125,5,5.94444444444444,2.27777777777778,2.21428571428571,5,13,7,2.8,3.2,2.75,4.75,3.4,NA,2.375,5,6.1875,2.27777777777778,2.16666666666667,4.5,2.88888888888889,2.33333333333333,2.77777777777778,5,3,1.30769230769231,4.18181818181818,2.6,3.4,4.2,3.44444444444444,2.23076923076923,4.42857142857143,3.65
"105","R_2QtTb5mZAIFCtp6",2.5,2.20833333333333,4,3.26086956521739,4.125,2.5,3.66666666666667,1.5,2,2.71428571428571,1.4,2.75,4.66666666666667,4.16666666666667,3.61111111111111,3.42857142857143,5,19,6,4.6,3.2,3.35,4.75,1.45,3.78571428571429,2.875,5,4.25,3.61111111111111,3.7,2.2,1.83333333333333,3.77777777777778,3.38888888888889,5.54545454545455,4.47368421052632,4.61538461538461,1.63636363636364,2.4,3.26666666666667,1.2,2.22222222222222,3.84615384615385,4.57142857142857,2.6
"106","R_2qxZEZLnuI3z6Pw",2.83333333333333,3.95833333333333,3.41666666666667,3.17391304347826,3.79166666666667,3.54166666666667,1.83333333333333,2,3.07692307692308,1.71428571428571,2.2,2.75,3,3.72222222222222,5,2.92857142857143,4,15,6,2.06666666666667,2.05,2.45,5.6875,2.85,2.92857142857143,1.3125,7.5,3.5625,5,2.36666666666667,2.8,2.22222222222222,2.72222222222222,2.38888888888889,5.45454545454545,2,3.53846153846154,4.18181818181818,2.2,1.73333333333333,4,2.88888888888889,3.84615384615385,4,3.15
"107","R_2rIRNl0NdlO2Uxc",2.66666666666667,4.625,3.79166666666667,3.60869565217391,4.625,2.95833333333333,1,1.6,2.30769230769231,4,3.6,3.75,3.33333333333333,3.55555555555556,2.72222222222222,3.35714285714286,7,28,6,1.2,1.5,3.6,7,1.65,4,3.0625,6.25,3.625,2.72222222222222,3.56666666666667,3,1.83333333333333,3.16666666666667,3.66666666666667,7,1.26315789473684,4.84615384615385,3.63636363636364,4,1.13333333333333,5,2.44444444444444,3.92307692307692,5.14285714285714,3.1
"108","R_2rjw2YLwXO91ns7",2.61111111111111,3.70833333333333,4.66666666666667,3.8695652173913,4.25,2,1,1,1.46153846153846,1.71428571428571,4.2,3.625,4,1.88888888888889,NA,3.78571428571429,8,32,7,2.46666666666667,1.55,3.9,6.9375,1.2,4.21428571428571,2.9375,1,1.875,NA,4,2.1,1.22222222222222,4.61111111111111,3.88888888888889,7,2.36842105263158,4.61538461538461,2.90909090909091,3.2,1.26666666666667,3.6,4.55555555555556,4.61538461538461,4.5,4
"109","R_2rUUwrQCl3qvE9D",2.27777777777778,3.125,3.29166666666667,3.26086956521739,3.875,3.29166666666667,2.83333333333333,2.6,3.23076923076923,2.85714285714286,4.2,3.625,3.66666666666667,4.72222222222222,3.44444444444444,3.28571428571429,6,24,5,4,3.3,3.35,4.875,1.6,3.28571428571429,2.5,5.5,4.625,3.44444444444444,3.36666666666667,2.4,2.66666666666667,3.16666666666667,3.38888888888889,5.45454545454545,3.94736842105263,2.69230769230769,2.81818181818182,3.2,3.26666666666667,3.4,3.11111111111111,3.07692307692308,3.85714285714286,3.6
"110","R_2S2CxavFcYNl8WP",2.5,4,2.45833333333333,3.04347826086957,3.5,3.5,1.5,2.5,3.76923076923077,3.28571428571429,4.2,2.375,1,3.22222222222222,1.88888888888889,1.92857142857143,6,22,5,3.53333333333333,1.6,NA,6.3125,2.7,1.85714285714286,2.875,6.25,3.125,1.88888888888889,1.93333333333333,2.7,3.16666666666667,2.22222222222222,NA,6.27272727272727,3.36842105263158,2.38461538461538,2.90909090909091,3.2,1.53333333333333,3.8,4,3.46153846153846,4,2.95
"111","R_2s6i5G978YOvLy2",2.5,3.66666666666667,3,3.04347826086957,3.70833333333333,3.16666666666667,1.5,2.6,3,3.71428571428571,2.6,3.625,2.66666666666667,4.22222222222222,4.05555555555556,2.42857142857143,6,19,6,3,2.1,2.95,5.375,2.55,3.42857142857143,2.25,5,4.1875,4.05555555555556,2.66666666666667,3.2,2.77777777777778,2.88888888888889,2.94444444444444,5.36363636363636,2.78947368421053,3.38461538461538,2.81818181818182,2.8,1.8,3.8,3,2.38461538461538,4.28571428571429,2.9
"112","R_2s7HxhTfqSW2qNJ",NA,4.08333333333333,3,2.95652173913043,3.79166666666667,3.70833333333333,2,2.6,3.46153846153846,2.57142857142857,4.2,4.25,3.66666666666667,3.55555555555556,3.22222222222222,3,7,18,5,2.93333333333333,3.25,2.5,5.3125,2.5,3.07142857142857,2.625,6,3.6875,3.22222222222222,2.7,3.1,2.61111111111111,2.44444444444444,2.55555555555556,5.90909090909091,2.94736842105263,2.53846153846154,3.63636363636364,3,3.2,4,2.44444444444444,3.53846153846154,4.14285714285714,3.95
"113","R_2SBmvcnZkCw1tTM",2.16666666666667,2.75,3.16666666666667,1.82608695652174,2.95833333333333,2.41666666666667,1.66666666666667,3.2,2.61538461538462,4.71428571428571,1,1.375,3,NA,NA,3.21428571428571,4,9,6,4.06666666666667,2.85,1.5,4.1875,2.55,1.64285714285714,1.8125,7.5,NA,NA,2.26666666666667,1.5,3.77777777777778,2.38888888888889,1.5,4.09090909090909,4,4.30769230769231,2.81818181818182,2.4,2.8,1.8,1.88888888888889,2.53846153846154,3.07142857142857,1.25
"114","R_2sR9C0JuJtEHuRt",2.5,3.58333333333333,3.625,3,3.625,2.58333333333333,2.33333333333333,2.1,2.38461538461538,3.71428571428571,3,2.75,3.33333333333333,3.5,2.44444444444444,3.5,5,20,5,3.4,3.45,2.4,4.6875,1.65,3.35714285714286,3.0625,5.5,3.6875,2.44444444444444,3.43333333333333,2.1,2.22222222222222,3.27777777777778,2.27777777777778,4.72727272727273,3.42105263157895,4.23076923076923,3.18181818181818,2.4,3.4,3.6,2.66666666666667,3.15384615384615,3.78571428571429,2.65
"115","R_2sRpjAmWHFJ2DMz",3.11111111111111,4.70833333333333,3.5,4.21739130434783,4.5,1.625,1,1,2.92307692307692,1.71428571428571,2.2,2.125,2.33333333333333,1.5,2,4.21428571428571,6,21,6,1.2,2.05,3.5,5.5,1,4.35714285714286,2.9375,3.25,1.5625,2,4.26666666666667,1,1.16666666666667,3.44444444444444,3.44444444444444,4.81818181818182,1.47368421052632,3.07692307692308,4.18181818181818,4,1.73333333333333,5,4.55555555555556,4,5.14285714285714,2.9
"116","R_2TFqJgkqjOuACCu",2.55555555555556,3.5,3.125,3.39130434782609,4.08333333333333,2.375,2.5,2,3,2,3.6,2.875,3.33333333333333,NA,1.55555555555556,3.35714285714286,4,11,5,3.53333333333333,3.4,3.55,NA,1.4,3.78571428571429,2.8125,5.75,4.625,1.55555555555556,3.63333333333333,1.8,2,2.83333333333333,3.5,NA,3.52631578947368,3.38461538461538,3.45454545454545,3.6,3.26666666666667,3.4,3.66666666666667,3.30769230769231,4.21428571428571,3.45
"117","R_2TFzl4KHLfYd1fU",2.22222222222222,4.29166666666667,4,4.04347826086957,4.75,2.70833333333333,1.83333333333333,1.7,2.07692307692308,2.85714285714286,4,3.375,2,2.16666666666667,1.27777777777778,3.42857142857143,9,49,8,2.53333333333333,2.45,3.75,6.6875,1.2,4.21428571428571,3.375,3.75,2.1875,1.27777777777778,3.8,2.5,1.94444444444444,4,3.72222222222222,6.63636363636364,2.36842105263158,4,3.27272727272727,4.6,2.53333333333333,4.6,4.88888888888889,3.38461538461538,5.14285714285714,3.45
"118","R_2TubfjWBP8mlfj2",3.05555555555556,3.5,2.95833333333333,4.1304347826087,3.875,3.125,NA,2.8,3.38461538461538,3.42857142857143,2,3.25,3.66666666666667,NA,3.61111111111111,2.35714285714286,5,22,6,2,1.95,2.75,6.5,2.45,3.14285714285714,2.25,6.25,NA,3.61111111111111,2.53333333333333,2.9,3.22222222222222,2.44444444444444,2.77777777777778,6.54545454545455,2.15789473684211,3.30769230769231,2.72727272727273,3,1.93333333333333,4,4.77777777777778,3.07692307692308,4.35714285714286,2.7
"119","R_2U3KaEA526X0kwy",2.72222222222222,3.54166666666667,2.91666666666667,3.39130434782609,3.20833333333333,2.54166666666667,3.33333333333333,2,3.07692307692308,3.14285714285714,4.4,4.25,3.33333333333333,4.16666666666667,3.66666666666667,2.5,7,31,6,3.53333333333333,3.05,2.75,4.5625,1.9,3.21428571428571,3,6.25,4.125,3.66666666666667,2.93333333333333,2.4,2.22222222222222,2.27777777777778,2.66666666666667,4.54545454545455,3.42105263157895,3.53846153846154,3.09090909090909,2.6,3.06666666666667,3.8,3.88888888888889,3.61538461538462,3.21428571428571,3.8
"120","R_2v0n8AuyOtSmoX9",2.5,3.66666666666667,NA,4.17391304347826,3.375,2.75,1.66666666666667,2,2.38461538461538,2.28571428571429,3.6,3.25,4.33333333333333,4.05555555555556,2.66666666666667,3.5,7,35,7,4.73333333333333,2.55,3.75,5.1875,1.4,3.85714285714286,3.375,6.25,4.125,2.66666666666667,3.7,1.9,2.27777777777778,3.72222222222222,3.72222222222222,5.09090909090909,4.42105263157895,3.30769230769231,3,1.6,2.66666666666667,3.6,3.55555555555556,NA,4.14285714285714,3.5
"121","R_2VjYYKH5h2iXAuz",2,3.04166666666667,3.29166666666667,3.1304347826087,3.58333333333333,3.125,2.33333333333333,2.6,2.53846153846154,2.28571428571429,3.6,4,4,3.72222222222222,1.83333333333333,2.14285714285714,5,18,6,1.86666666666667,3.8,3.15,6.25,1.3,2.85714285714286,2.5625,7.5,3.75,1.83333333333333,3.03333333333333,2.2,3.05555555555556,3.38888888888889,3.11111111111111,6.18181818181818,2.10526315789474,3.30769230769231,2.45454545454545,2.4,3.73333333333333,2.6,3.33333333333333,2.84615384615385,4.07142857142857,3.8
"122","R_2WDpi6wqLub8KAh",2.11111111111111,3.29166666666667,4.54166666666667,3.34782608695652,3.66666666666667,2.58333333333333,2.83333333333333,1.7,2,1.28571428571429,4,2.75,4.66666666666667,4,4,3,8,80,6,6.4,5.5,2.75,3.5625,1.8,3.5,3,2.5,3.875,4,3.16666666666667,2.3,1.94444444444444,4.38888888888889,2.83333333333333,3.27272727272727,5.78947368421053,4.30769230769231,1.63636363636364,1.2,5.2,4.4,2.77777777777778,3.92307692307692,4.42857142857143,3.75
"123","R_2wKqFtF9nbdjTcB",2.94444444444444,3.5,2.70833333333333,2.04347826086957,3.5,4.16666666666667,1,3.9,3.92307692307692,4.57142857142857,3.2,3.25,4.33333333333333,5.44444444444444,3.33333333333333,1.14285714285714,5,10,5,3.8,3,1.8,6.375,3.55,2.07142857142857,1.375,7.75,5.5625,3.33333333333333,1.5,4.4,4.22222222222222,2.27777777777778,1.83333333333333,6.63636363636364,3.73684210526316,3.07692307692308,3.72727272727273,3,2.8,4,1.77777777777778,2.38461538461538,4.07142857142857,2.6
"124","R_2WVBvT1PfuxbSbd",2.83333333333333,3.625,2.83333333333333,2.65217391304348,3.875,3.29166666666667,2.16666666666667,2.4,3.15384615384615,3.14285714285714,3.6,3.5,4,3,1.27777777777778,2.64285714285714,7,19,5,2.86666666666667,2,2.85,5.375,2.3,2.42857142857143,2.75,6.5,3,1.27777777777778,2.43333333333333,2.6,2.66666666666667,2,2.88888888888889,5.45454545454545,2.78947368421053,3.69230769230769,3.36363636363636,3.6,1.8,3.6,2,3.23076923076923,4,3.3
"125","R_2wz6iR49zHSRwaq",2.44444444444444,3.125,3.08333333333333,3.60869565217391,3.75,3.45833333333333,2.83333333333333,2.7,2.53846153846154,3.85714285714286,3,3.25,5,4.61111111111111,4.33333333333333,2.78571428571429,6,22,6,3.66666666666667,3.65,3.8,5.4375,2,3.21428571428571,2.1875,6.75,4.5625,4.33333333333333,2.93333333333333,2.8,3.27777777777778,2.83333333333333,3.94444444444444,5.63636363636364,3.68421052631579,3.15384615384615,2.36363636363636,2.2,3.4,3.2,3.55555555555556,3.38461538461538,4.71428571428571,2.8
"126","R_2XaE0cSORctT5fN",2.33333333333333,3.20833333333333,3.375,3.04347826086957,3.20833333333333,4,1.5,2.3,3.30769230769231,1.28571428571429,1.8,4.375,2.66666666666667,3.22222222222222,3.27777777777778,1.21428571428571,7,21,5,3.13333333333333,4.5,2.25,5.625,2.75,2.92857142857143,1.5,7.25,3.5,3.27777777777778,1.7,3.7,2.83333333333333,3.05555555555556,2.16666666666667,5.90909090909091,3.26315789473684,2.46153846153846,1.36363636363636,1.4,4.86666666666667,3.4,3.66666666666667,3.61538461538462,4.28571428571429,3.85
"127","R_2XjseJWmiV5gNLe",3.05555555555556,4.04166666666667,3.125,3.34782608695652,4.20833333333333,4,2.66666666666667,1.9,3.84615384615385,2.42857142857143,3.4,3.5,3.66666666666667,NA,3.55555555555556,3.21428571428571,5,13,6,3.26666666666667,2.2,2.3,6.125,NA,4.64285714285714,2.5625,8.5,NA,3.55555555555556,NA,3.5,2,2.55555555555556,2.27777777777778,5.90909090909091,2.94736842105263,2.46153846153846,4,3.2,1.93333333333333,4.4,3.66666666666667,3.23076923076923,4.57142857142857,3.5
"128","R_2xQvNa2DRQ56Z2F",2.5,3.95833333333333,3.75,3.43478260869565,4.25,2.25,2,2,2,3.85714285714286,2.6,3.5,4,4.05555555555556,4,3.42857142857143,5,19,6,2.33333333333333,2.9,3.25,5.875,2.2,3.78571428571429,2.8125,7,4.125,4,3.33333333333333,2.3,2.11111111111111,3.66666666666667,3.27777777777778,5.90909090909091,2.31578947368421,4,3,3.8,2.46666666666667,4.2,3.11111111111111,3.76923076923077,4.42857142857143,2.8
"129","R_2Y97N5cIDvPU0RS",2.5,3.91666666666667,3.125,3.43478260869565,3.91666666666667,3.04166666666667,2.5,2.4,2.92307692307692,3.28571428571429,3.2,3.25,3.66666666666667,3.55555555555556,2.27777777777778,3.35714285714286,5,14,6,2.66666666666667,2.9,2.8,4.75,1.25,3.92857142857143,2.375,8.25,3.5625,2.27777777777778,3.66666666666667,2.3,2.77777777777778,2.33333333333333,2.88888888888889,4.81818181818182,2.73684210526316,3.76923076923077,2.90909090909091,3.6,2.4,4,3.66666666666667,3.30769230769231,4.42857142857143,3.05
"130","R_2YP3CrTGn2Mv4sl",3.44444444444444,NA,NA,4,NA,NA,2.16666666666667,3.2,2.76923076923077,3.14285714285714,NA,4,3.66666666666667,5.22222222222222,5.05555555555556,2.5,4,8,4,3.2,NA,2.8,NA,2.75,3.35714285714286,1.625,6.5,5.3125,5.05555555555556,2.63333333333333,3.6,NA,NA,2.83333333333333,NA,NA,3.15384615384615,4.09090909090909,3.4,NA,NA,4.44444444444444,NA,NA,NA
"131","R_2YuiWHZ4wkFEGtE",2.33333333333333,3.70833333333333,3.54166666666667,3.82608695652174,4.16666666666667,2.45833333333333,3.33333333333333,2,2,2.85714285714286,3.4,3.625,4,3.77777777777778,1.16666666666667,3.92857142857143,6,18,6,3.46666666666667,2.15,3.6,4.9375,1.2,3.92857142857143,3.25,3.25,3.8125,1.16666666666667,4.13333333333333,2,2.16666666666667,3.61111111111111,3.55555555555556,5.27272727272727,3.36842105263158,3.92307692307692,3,3,2.06666666666667,3.4,3.22222222222222,3.84615384615385,4.42857142857143,3.4
"132","R_2ZEVSC5PgdgkL5h",2.72222222222222,3.875,3.16666666666667,2.56521739130435,2.875,4.375,1.83333333333333,3.9,3.76923076923077,2.14285714285714,3,2.875,4,5,4.16666666666667,1.71428571428571,4,11,5,3.4,2.2,1.55,5,3.4,2.35714285714286,1.625,6.25,5,4.16666666666667,1.93333333333333,4,4.16666666666667,2.88888888888889,1.61111111111111,4.90909090909091,3.26315789473684,3.69230769230769,3.36363636363636,1.2,2.2,4,2.22222222222222,2.30769230769231,3.35714285714286,3.25
"133","R_2zeYHiJms2IhxL2",2.27777777777778,3.45833333333333,3.83333333333333,NA,3.75,3.83333333333333,1.83333333333333,1.7,3.07692307692308,2.85714285714286,2,3.75,4.66666666666667,3.44444444444444,1.83333333333333,2.5,6,22,6,3.86666666666667,2.5,3.05,6.3125,1.65,3.85714285714286,2.1875,6,3.1875,1.83333333333333,2.96666666666667,3.7,1.94444444444444,3.44444444444444,3.05555555555556,6.27272727272727,3.68421052631579,3.38461538461538,2.45454545454545,2,2.53333333333333,4.4,NA,2.76923076923077,4.21428571428571,3.1
"134","R_2zILgJDvG1RPFVN",2.33333333333333,3.20833333333333,3.08333333333333,3.65217391304348,3.66666666666667,3.33333333333333,1.5,2.4,2.84615384615385,2.42857142857143,3.6,NA,4.33333333333333,3.66666666666667,3.33333333333333,2.21428571428571,8,34,6,3.4,2.8,2.6,5,2,3.14285714285714,2.25,5.5,3.625,3.33333333333333,2.63333333333333,3.1,2.88888888888889,3.44444444444444,2.5,5.09090909090909,3.47368421052632,3.15384615384615,3,2,2.93333333333333,3.2,3.66666666666667,3,4.35714285714286,NA
"135","R_3006KKPNjKaT9e9",3.44444444444444,4.04166666666667,4,3.30434782608696,3.83333333333333,3.25,2.5,2.2,2.38461538461538,3.42857142857143,3,3.875,4.33333333333333,4.94444444444444,2.83333333333333,3,6,20,5,2.33333333333333,2.15,2.75,5.6875,1.7,3.85714285714286,2.6875,7.25,5.0625,2.83333333333333,3.16666666666667,3.3,2.22222222222222,3.5,2.88888888888889,5.63636363636364,2.21052631578947,4.38461538461539,4.09090909090909,2.2,2,3.8,2.55555555555556,4,4.71428571428571,3.2
"136","R_302YBp8ijtoF4gs",2.61111111111111,3.54166666666667,3.08333333333333,4.08695652173913,4.25,3.375,1.33333333333333,2,3.23076923076923,2,2.8,2.875,4.33333333333333,4.55555555555556,2.61111111111111,1.92857142857143,7,17,5,3.66666666666667,2.1,3.35,5.5,1.85,3.64285714285714,1.9375,6.5,4.5625,2.61111111111111,2.86666666666667,3,2.16666666666667,2.77777777777778,3.33333333333333,5.27272727272727,3.42105263157895,3.30769230769231,3.63636363636364,3.4,2.06666666666667,2.4,3.88888888888889,3.15384615384615,4.21428571428571,3.25
"137","R_306jahPR4ALtFv5",2.11111111111111,2.95833333333333,3.33333333333333,3.30434782608696,3.91666666666667,3.625,1.83333333333333,2.8,2.92307692307692,3.42857142857143,4,3.375,3.66666666666667,4.05555555555556,2.66666666666667,2.07142857142857,6,26,7,3.73333333333333,3.4,3.25,4.375,2.45,2.28571428571429,2.4375,6.5,4.0625,2.66666666666667,2.23333333333333,3.6,3.27777777777778,3.27777777777778,3.16666666666667,4.81818181818182,3.68421052631579,3.38461538461538,2.09090909090909,3.4,3.46666666666667,3.4,3.66666666666667,2.46153846153846,4.07142857142857,3.25
"138","R_30vgHEzREoHcNvc",2.66666666666667,4.29166666666667,3.625,3.95652173913043,4.375,2.125,2,1.8,2.92307692307692,3.57142857142857,3.2,3.125,2.66666666666667,2.66666666666667,2.16666666666667,1.78571428571429,5,21,7,2.53333333333333,1.75,3.6,6.25,2.05,2.57142857142857,3.5625,6.25,2.625,2.16666666666667,2.36666666666667,1.2,2.33333333333333,2.66666666666667,3.66666666666667,6.27272727272727,2.36842105263158,3.92307692307692,2.63636363636364,4.2,1.86666666666667,5,4.88888888888889,3.61538461538462,4.92857142857143,2.9
"139","R_31KlVAsLsmFrDv8",2.66666666666667,4.45833333333333,4.54166666666667,3,4,2.25,1.66666666666667,NA,1.76923076923077,4,4,3.375,4,1.55555555555556,1.05555555555556,3.85714285714286,6,28,7,1.86666666666667,2.5,3.25,6.6875,1.25,4.07142857142857,3.375,4,1.5625,1.05555555555556,3.96666666666667,1.7,NA,4.11111111111111,3.33333333333333,6.54545454545455,1.89473684210526,4.92307692307692,3.90909090909091,3,2.26666666666667,5,1.77777777777778,4.15384615384615,4.5,3.05
"140","R_3240VThVvSYBdgf",2.94444444444444,3.75,4.58333333333333,3.65217391304348,4.08333333333333,2.79166666666667,2.5,1.8,2.38461538461538,4.57142857142857,3.6,3.5,4.33333333333333,5.61111111111111,3.27777777777778,2.78571428571429,6,30,7,3.8,2.7,3.25,5.3125,1.6,4.14285714285714,3.0625,7.25,5.75,3.27777777777778,3.4,2.7,2.22222222222222,4.22222222222222,3.38888888888889,5.72727272727273,3.94736842105263,4.15384615384615,3.09090909090909,2.6,2.86666666666667,4,2.66666666666667,4.23076923076923,4.57142857142857,2.8
"141","R_32OV1PRhrUXaRV1",2.16666666666667,2.83333333333333,2.95833333333333,2.26086956521739,3.66666666666667,3.625,2.5,NA,2.84615384615385,3.57142857142857,3.2,3.75,3.66666666666667,4.88888888888889,2.33333333333333,2.21428571428571,7,33,6,2.33333333333333,1.55,2.25,6.6875,2.75,2.71428571428571,2,8,4.9375,2.33333333333333,2.26666666666667,3.3,NA,2.77777777777778,2.27777777777778,7,2.31578947368421,3.69230769230769,1.81818181818182,2.8,1.4,2.8,2.11111111111111,2.15384615384615,4.14285714285714,3.15
"142","R_331FZ0bybBxc1m2",2.55555555555556,3.625,3.83333333333333,3.69565217391304,4.33333333333333,3.25,1.33333333333333,2.5,3.07692307692308,2.42857142857143,3.8,3.625,5,4.61111111111111,3.83333333333333,2.92857142857143,6,29,7,2.6,2.25,3.4,6.25,1.75,3.42857142857143,2.5,6.5,4.625,3.83333333333333,3.36666666666667,3.1,2.94444444444444,3.27777777777778,3.38888888888889,6.18181818181818,2.47368421052632,3.76923076923077,3,3.4,2.13333333333333,4,3.77777777777778,3.15384615384615,5,3.65
"143","R_33BGgbrssCxLTjT",NA,4.58333333333333,3.91666666666667,NA,4.58333333333333,2.125,1,1.9,2.84615384615385,4.85714285714286,5,3,1.33333333333333,2.88888888888889,NA,2.78571428571429,6,22,7,1,2.4,3.6,7,1.25,4.07142857142857,3.625,6.5,2.875,NA,3.43333333333333,1.6,1.88888888888889,3.61111111111111,3.55555555555556,7,1.15789473684211,NA,3.63636363636364,4.4,1.93333333333333,5,4.44444444444444,3.53846153846154,4.85714285714286,2.85
"144","R_3CBqMCQnvnFRNEk",3.22222222222222,3.66666666666667,2.91666666666667,3.73913043478261,3.29166666666667,NA,3.16666666666667,2.5,3.61538461538462,3.71428571428571,3.8,2.875,3,5.55555555555556,2.27777777777778,3.07142857142857,7,31,6,4.46666666666667,3.35,3.05,4.625,2.5,3.64285714285714,1.75,7,5.6875,2.27777777777778,3,3.9,2.83333333333333,2.72222222222222,3.11111111111111,4.90909090909091,4.36842105263158,2.30769230769231,3.81818181818182,2,3.53333333333333,3.4,3.66666666666667,NA,4.28571428571429,2.9
"145","R_3CC3pU66maLpx64",NA,2.95833333333333,2.75,3.52173913043478,3.41666666666667,3.625,2.83333333333333,1.9,3.30769230769231,2.85714285714286,3.4,2.625,3,3.61111111111111,2.11111111111111,3,6,17,6,3.33333333333333,2.25,3.35,5.4375,1.9,3.14285714285714,2.375,6.5,3.6875,2.11111111111111,3.16666666666667,3.4,2.44444444444444,2.66666666666667,3.27777777777778,5.27272727272727,3.10526315789474,3.23076923076923,NA,2.8,2.13333333333333,2.2,3.22222222222222,3.38461538461538,3.92857142857143,3
"146","R_3CHPIFZBvDJDFGg",2.72222222222222,4.29166666666667,3.375,3.8695652173913,3.875,3.25,3.33333333333333,1.8,3.15384615384615,4.14285714285714,4.4,4.25,2.33333333333333,1.44444444444444,4.88888888888889,3.35714285714286,5,17,7,1.93333333333333,1.8,3.6,6.625,1.65,4,3.0625,9,1.5,4.88888888888889,3.4,2.5,1.83333333333333,2.88888888888889,3.66666666666667,6.72727272727273,1.94736842105263,4.15384615384615,3.27272727272727,4,1.93333333333333,4.4,3.22222222222222,3.61538461538462,3.85714285714286,3.45
"147","R_3CVgofTyD1CegBH",2.77777777777778,3.25,3.125,2.69565217391304,3.16666666666667,3.41666666666667,1.33333333333333,2.7,2.76923076923077,2.71428571428571,2.2,3.625,4.33333333333333,5.55555555555556,3.61111111111111,2.78571428571429,6,16,5,2.73333333333333,4.6,2.9,5.125,2.1,3.42857142857143,2.9375,7.25,5.6875,3.61111111111111,2.66666666666667,3.2,2.72222222222222,2.38888888888889,3,5.54545454545455,2.84210526315789,3.53846153846154,3.09090909090909,2,4.93333333333333,4.4,2.66666666666667,2.92307692307692,3.85714285714286,3.15
"148","R_3DvzU2Vtjx5NY1k",2.11111111111111,3.625,3.5,2.60869565217391,3,4,2.66666666666667,2.5,2.53846153846154,2,1,3.25,5,5.44444444444444,2.11111111111111,2.5,3,18,8,3.26666666666667,2,2.05,5.1875,1.85,3,2.1875,6.75,5.5625,2.11111111111111,2.86666666666667,3.4,3.05555555555556,2.94444444444444,2.11111111111111,5,3.10526315789474,3.61538461538462,2.18181818181818,1.8,1.93333333333333,3.8,1.77777777777778,3.76923076923077,4.28571428571429,2.95
