"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q53","Q48","Q91_1.0","Q91_2.0","Q91_3.0","Q91_4.0","Q91_5.0","Q91_6.0","Q91_7.0","Q91_8.0","Q91_9.0","Q91_10.0","Q91_11.0","Q91_12.0","Q91_13.0","Q91_14.0","Q91_15.0","Q91_16.0","Q91_17.0","Q91_18.0","Q91_19.0","Q91_20.0","Q91_21.0","Q91_22.0","Q91_23.0","Q91_24.0","Q91_25.0","Q91_26.0","Q91_27.0","Q91_28.0","Q91_29.0","Q91_30.0","Q67_1","Q67_2","Q67_3","Q67_4","Q67_5","Q67_6","Q67_7","Q67_8","Q67_9","Q67_10","Q67_11","Q67_12","Q67_13","Q67_14","Q67_15","Q67_16","Q67_17","Q67_18","Q59_1","Q59_2","Q59_3","Q59_4","Q59_5","Q59_6","Q59_7","Q59_8","Q59_9","Q59_10","Q59_11","Q59_12","Q59_13","Q59_14","Q59_15","Q59_16","Q59_17","Q59_18","Q59_19","Q59_20","Q59_21","Q59_22","Q59_23","Q59_24","Q59_25","Q59_26","Q59_27","Q59_28","Q59_29","Q59_30","Q59_31","Q59_32","Q59_33","Q59_34","Q59_35","Q59_36","Q59_37","Q59_38","Q59_39","Q59_40","Q59_41","Q59_42","Q59_43","Q59_44","Q59_45","Q59_46","Q59_47","Q59_48","Q59_49","Q59_50","Q59_51","Q59_52","Q59_53","Q59_54","Q59_55","Q59_56","Q59_57","Q59_58","Q59_59","Q59_60","Q59_61","Q59_62","Q59_63","Q59_64","Q59_65","Q59_66","Q59_67","Q59_68","Q59_69","Q59_70","Q59_71","Q59_72","Q59_73","Q59_74","Q59_75","Q59_76","Q59_77","Q59_78","Q59_79","Q59_80","Q59_81","Q59_82","Q59_83","Q59_84","Q59_85","Q59_86","Q59_87","Q59_88","Q59_89","Q59_90","Q59_91","Q59_92","Q59_93","Q59_94","Q59_95","Q59_96","Q59_97","Q59_98","Q59_99","Q59_100","Q59_101","Q59_102","Q59_103","Q59_104","Q59_105","Q59_106","Q59_107","Q59_108","Q59_109","Q59_110","Q59_111","Q59_112","Q59_113","Q59_114","Q59_115","Q59_116","Q59_117","Q59_118","Q59_119","Q59_120","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q61_6","Q56_1","Q56_2","Q56_3","Q56_4","Q56_5","Q56_6","Q56_7","Q56_8","Q56_9","Q56_10","Q57_1","Q57_2","Q57_3","Q57_4","Q57_5","Q57_6","Q57_7","Q57_8","Q57_9","Q57_10","Q57_11","Q57_12","Q57_13","Q55_1","Q55_2","Q55_3","Q55_4","Q55_5","Q55_6","Q55_7","Q55_8","Q55_9","Q55_10","Q55_11","Q55_12","Q55_13","Q55_14","Q55_15","Q55_16","Q55_17","Q55_18","Q55_19","Q55_20","Q55_21","Q55_22","Q55_23","Q53_1","Q53_69","Q53_70","Q53_71","Q53_72","Q53_73","Q53_74","Q53_75","Q53_76","Q53_77","Q53_78","Q53_79","Q53_80","Q53_81","Q53_82","Q53_83","Q53_84","Q53_85","Q53_86","Q53_87","Q53_104","Q53_88","Q53_89","Q53_90","Q53_91","Q53_92","Q53_93","Q53_94","Q53_95","Q53_96","Q53_97","Q53_98","Q53_99","Q53_100","Q53_101","Q53_102","Q58_1","Q58_2","Q58_3","Q58_4","Q58_5","Q58_6","Q58_7","Q58_8","Q58_9","Q58_10","Q58_11","Q58_12","Q58_13","Q58_14","Q68","Q77","Q79","Q81","Q83","Q85","Q87","Q89","Q5","Q7","Q9","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q29","Q31","Q33","Q35","Q37","Q39","Q41","Q43","Q45","Q47","Q49_1.0","Q49_2.0","Q49_3.0","Q49_4.0","Q49_5.0","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q60_1","Q60_2","Q60_3","Q60_4","Q60_5","Q60_6","Q60_7","Q60_8","Q60_9","Q60_10","Q60_11","Q60_12","Q60_13","Q60_14","Q60_15","Q58_1.0","Q58_2.0","Q58_3.0","Q58_4.0","Q58_5.0","Q58_6.0","Q58_7.0","Q58_8.0","Q58_9.0","Q58_10.0","Q58_11.0","Q58_12.0","Q58_13.0","Q58_14.0","Q58_15","Q58_16","Q58_17","Q58_18","Q58_19","Q58_20","Q55_1.0","Q55_2.0","Q55_3.0","Q55_4.0","Q55_5.0","Q55_6.0","Q55_7.0","Q55_8.0","Q55_9.0","Q55_10.0","Q55_11.0","Q55_12.0","Q55_13.0","Q55_14.0","Q55_15.0","Q55_16.0","Q55_17.0","Q55_18.0","Q55_19.0","Q55_20.0","Q59_1.0","Q59_2.0","Q59_3.0","Q59_4.0","Q59_5.0","Q59_6.0","Q59_7.0","Q59_8.0","Q59_9.0","Q59_10.0","Q59_11.0","Q59_12.0","Q59_13.0","Q59_14.0","Q59_15.0","Q59_16.0","Q61_1.0","Q61_2.0","Q61_3.0","Q61_4.0","Q61_5.0","Q61_6.0","Q61_7","Q61_8","Q61_9","Q61_10","Q61_11","Q61_12","Q61_13","Q61_14","Q61_15","Q61_16","Q61_17","Q61_18","Q61_19","Q61_20","Q61_21","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","Q62_8","Q62_9","Q62_10","Q62_11","Q62_12","Q62_13","Q62_14","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_24","Q63_13","Q63_25","Q63_26","Q64_1","Q64_2","Q64_3","Q64_4","Q65","Q59","Q61","Q60","Q63","Q65_1","Q67_1.0","Q69","Q71","Q73","mTurkCode"
"193","10/16/2018 19:48:21","10/16/2018 20:28:25",0,"81.220.107.219",100,2403,1,"10/16/2018 20:28:26","R_3s1eEJoDhuoZ08L",NA,NA,NA,NA,45.1826934814453,5.79179382324219,"anonymous","FR",1,"RPB00","0","1","0","0","0","0","0","1","0","0","0","0","0",NA,"150","0","0","0","0","0","0","0","0","2","1","0",NA,"0","0","0",3,1,2,1,1,2,2,2,3,4,1,2,4,1,1,4,1,4,1,2,1,1,1,1,1,4,1,3,5,1,2,1,1,4,4,5,4,4,3,5,4,4,3,2,1,3,1,1,1,1,1,1,1,2,1,5,1,3,1,1,1,1,5,5,4,1,1,1,2,5,1,1,1,5,1,5,1,1,1,3,4,1,2,3,5,3,1,2,4,1,1,5,1,3,2,1,1,3,4,1,5,1,5,5,3,3,5,2,4,5,1,5,1,5,5,1,3,2,1,4,5,5,5,5,3,5,1,4,5,4,1,1,5,4,3,2,2,1,2,2,1,4,1,3,4,4,2,4,4,2,3,3,4,4,3,2,4,3,2,3,1,5,3,4,1,1,1,1,5,4,2,4,4,1,1,1,1,1,4,5,4,5,2,2,5,1,1,3,1,3,4,3,4,6,7,1,2,6,5,7,4,2,7,7,4,1,3,1,4,4,5,1,5,1,2,7,7,5,6,3,5,4,4,3,7,5,2,5,5,3,1,2,1,5,4,1,1,4,1,5,4,NA,NA,3,NA,22,23,NA,2,1,NA,4,2,1,NA,2,4,3,3,2,1,2,2,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,2,6,1,4,1,5,4,5,4,4,4,7,7,7,6,4,3,4,2,2,3,7,4,2,7,1,4,1,5,7,1,5,4,1,2,3,4,4,4,1,4,2,2,3,1,1,4,4,3,1,2,1,5,4,4,4,4,7,2,4,6,3,4,7,4,5,3,1,2,1,3,1,4,1,1,2,1,1,1,2,3,1,1,4,4,1,4,1,4,1,1,3,2,4,2,2,2,2,3,5,2,4,3,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,8,8,8,7,6,2,18,2,"francaise",164,47,1,4,2,5813342
"194","10/16/2018 22:19:38","10/16/2018 23:28:13",0,"79.95.3.180",100,4115,1,"10/16/2018 23:28:14","R_12AqEAR5QOIxdsC",NA,NA,NA,NA,45.1667022705078,5.71670532226562,"anonymous","FR",1,"CJA98","0","0","1","0","0","0","0","2","0","0","0","0","0","0","100g","0","0","0","2 sachets","0","2 cuillères","0","0","4","1","0","0","0","0","0",3,2,1,3,3,3,2,3,2,3,2,1,2,4,4,3,2,3,4,4,2,4,2,1,5,4,1,4,3,2,3,5,4,2,4,4,1,2,4,2,4,1,2,4,4,4,5,2,3,3,4,2,3,2,4,4,2,4,2,1,4,5,4,5,4,1,2,2,2,4,4,2,2,4,4,4,5,2,3,2,4,4,1,2,3,3,1,5,4,1,1,1,2,3,4,2,1,5,4,4,2,2,3,4,4,1,1,3,5,2,4,2,2,4,4,1,1,5,2,4,1,1,2,1,4,1,2,4,3,4,2,2,4,2,2,3,2,4,2,1,1,2,6,2,4,3,3,2,3,2,2,4,4,3,4,4,3,2,4,2,1,4,2,5,2,2,2,4,5,1,5,5,4,3,1,3,3,5,4,2,2,4,1,2,4,5,4,2,5,3,5,5,3,7,2,6,2,6,5,6,5,6,3,6,5,2,5,2,5,5,5,1,6,5,6,5,2,1,3,2,5,5,6,2,5,1,4,4,4,3,3,1,3,4,2,3,4,5,5,4,1,40,20,1,"29",28,22,23,2,1,NA,4,4,1,NA,5,8,6,5,1,NA,2,6,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,6,4,2,3,4,3,4,1,5,1,7,3,7,3,5,1,7,6,3,7,2,6,5,2,1,4,7,2,7,6,2,1,2,4,1,1,1,3,3,2,1,3,3,2,3,1,1,4,3,1,1,1,1,1,2,7,1,1,1,7,7,7,7,7,6,5,1,2,3,2,2,3,2,3,3,4,2,3,3,2,2,3,2,3,2,2,2,3,3,4,2,4,5,3,2,3,4,2,3,3,4,4,3,2,2,4,3,4,2,3,2,2,2,2,3,3,2,2,4,7,4,3,6,2,20,3,"Francaise",170,54,1,10,1,6531972
"195","10/19/2018 16:01:54","10/19/2018 16:49:41",0,"86.209.71.245",100,2867,1,"10/19/2018 16:49:42","R_1qfWXA1fMGX9n45",NA,NA,NA,NA,46.1943969726562,6.23770141601562,"anonymous","FR",1,"PAR98","0","2","1","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",2,3,2,3,2,2,1,3,2,2,3,2,4,1,1,1,4,2,4,4,2,4,3,1,4,5,1,3,3,4,4,4,4,3,4,1,1,4,1,2,4,1,1,4,3,5,5,4,2,4,4,4,3,4,3,3,2,2,2,1,4,4,4,4,4,2,1,2,3,2,2,2,4,2,4,2,5,2,4,2,4,2,4,2,4,2,1,2,3,3,1,1,1,2,3,1,1,2,4,2,2,1,1,2,4,1,1,3,5,2,4,2,1,2,2,1,1,2,4,2,1,2,1,4,2,3,1,1,4,2,2,1,3,1,3,4,1,3,1,2,2,2,6,1,2,3,2,3,3,3,3,2,2,3,2,4,2,2,4,4,2,4,2,3,5,4,4,3,4,2,4,2,3,2,2,4,2,5,4,4,2,2,3,1,4,5,4,2,3,2,4,3,5,7,6,3,3,6,6,6,6,7,5,5,6,2,5,3,7,2,7,1,2,2,6,4,2,2,5,3,2,7,7,2,1,1,3,2,4,4,4,2,4,3,3,3,1,5,5,3,4,70,60,2,"40",20,23,22,2,1,NA,4,4,4,1,2,3,8,7,1,NA,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,6,3,2,3,6,2,6,2,6,3,7,2,7,2,2,1,6,6,1,7,2,7,3,4,1,4,7,1,7,5,1,1,3,3,1,1,1,4,4,2,1,4,4,4,3,1,2,4,1,1,1,2,1,1,2,7,2,1,2,7,7,6,6,7,7,6,2,2,3,1,2,2,2,3,3,3,1,2,3,2,3,3,1,2,3,3,3,1,4,3,3,4,5,3,4,3,4,4,5,3,5,4,3,2,3,3,3,3,2,2,2,3,2,4,4,3,3,3,8,7,8,8,6,2,20,2,"française",175,59,2,NA,2,8378421
"196","10/16/2018 12:53:48","10/16/2018 14:49:00",0,"79.84.48.202",100,6912,1,"10/16/2018 14:49:01","R_10pcwBzjGJmc7pR",NA,NA,NA,NA,45.1667022705078,5.71670532226562,"anonymous","FR",1,"SJE98","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",2,1,3,2,4,2,3,1,2,2,3,4,2,4,3,3,2,2,5,2,4,2,3,1,3,5,1,2,4,4,5,5,4,4,2,4,1,3,2,1,4,1,4,4,4,5,5,1,5,3,4,5,2,2,2,4,2,2,2,4,5,5,4,2,3,2,2,3,4,2,1,2,4,4,4,4,4,2,4,3,3,2,3,2,1,3,1,4,2,4,1,1,2,3,4,5,1,4,4,1,2,3,4,3,5,1,1,1,5,2,2,3,3,2,5,1,1,3,4,2,1,1,2,2,4,2,1,3,4,1,5,2,5,2,4,3,4,1,1,1,1,1,7,1,4,3,1,3,2,3,3,3,3,3,4,3,4,3,4,4,3,3,4,4,3,3,1,3,3,3,4,4,3,4,3,4,2,1,2,2,1,2,2,4,2,4,3,5,4,4,5,4,6,5,6,4,2,6,6,5,6,3,4,4,3,5,2,4,6,4,6,3,4,4,2,2,6,2,6,2,2,2,5,5,2,2,4,3,5,4,3,2,3,4,2,2,1,4,4,5,3,0,0,1,"56",NA,NA,NA,2,1,NA,4,4,1,NA,8,4,8,5,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,6,3,4,2,7,4,7,1,5,3,7,2,7,1,6,1,6,6,1,5,4,7,2,5,1,4,7,1,6,6,1,2,4,2,2,2,1,3,2,3,2,3,3,3,3,1,2,3,3,2,2,3,1,1,4,5,4,3,2,6,6,7,6,5,6,4,4,3,1,1,3,4,3,3,4,4,1,3,3,1,1,3,1,1,2,3,4,1,2,3,3,4,4,4,4,4,4,3,5,4,4,4,3,3,3,2,2,3,3,4,3,2,3,2,2,2,2,2,8,8,5,7,3,1,20,2,"française",166,62,2,NA,2,5029894
"197","10/25/2018 9:59:13","10/27/2018 10:53:48",0,"130.190.35.176",98,176075,0,"10/27/2018 23:17:54","R_1HeDfF4gMHXRhVm",NA,NA,NA,NA,NA,NA,"anonymous","FR",1,"COL98","0","0","0,5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",4,2,1,2,4,1,4,3,1,4,3,1,3,3,3,4,2,2,5,5,5,4,1,5,4,4,2,2,5,5,5,4,4,2,5,3,3,3,5,4,3,2,4,5,2,4,4,2,5,5,4,2,2,5,5,4,3,4,5,5,5,4,3,3,4,4,4,4,1,5,2,1,3,5,4,5,4,3,5,2,4,3,2,4,2,3,2,5,5,5,2,1,4,2,3,5,3,4,1,5,3,1,3,4,2,1,2,2,5,2,4,2,3,1,4,2,4,5,1,2,1,1,2,1,3,2,3,2,2,4,3,2,4,1,1,3,3,2,1,1,1,2,5,3,2,3,3,2,3,2,1,4,3,4,1,5,4,4,4,2,5,2,2,5,2,4,3,5,5,4,2,3,3,2,4,3,4,2,4,3,4,2,4,3,5,5,4,4,3,4,6,3,5,6,5,3,6,6,6,5,6,6,5,5,2,4,1,5,6,5,3,5,3,4,5,4,5,2,6,7,3,6,5,2,2,2,5,4,4,3,2,5,4,4,3,3,5,5,2,4,1,55,49,0,"30",35,25,20,2,1,NA,4,4,1,NA,3,2,6,6,1,NA,2,8,1,NA,NA,1,2,8,2,"BDE SHS","INTERASSO",NA,NA,NA,23,13,NA,NA,NA,5,4,5,2,5,3,4,3,4,3,5,1,5,1,5,1,7,3,7,2,4,6,1,7,1,6,4,7,NA,6,7,2,7,7,3,2,3,3,3,2,2,3,3,1,1,2,3,2,3,2,1,3,3,2,1,4,3,3,3,6,4,3,2,6,5,6,7,6,6,7,2,4,2,4,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,2,4,2,1,4,2,3,3,4,3,4,2,2,4,2,2,2,3,3,4,4,2,3,2,1,2,2,3,8,8,4,7,2,2,20,1,"FRANÇAISE",156,107,1,15,3,4837267
"198","10/16/2018 14:09:59","10/16/2018 15:12:51",0,"89.86.57.40",100,3771,1,"10/16/2018 15:12:52","R_1NhmQqZUEIo7EeJ",NA,NA,NA,NA,45.1128997802734,5.72650146484375,"anonymous","FR",1,"PMY94","0","2","0","0","0","0","0","0","0","6","0","0","0","0","25","20","0","0","0","0","2","0","0","0","0","0","20","0","0","0",3,2,3,3,3,2,2,4,2,3,4,3,4,4,3,3,4,3,5,4,4,3,4,4,3,3,2,3,2,4,4,4,5,2,4,3,1,3,3,5,3,4,2,5,4,3,3,1,3,4,3,3,3,4,3,4,3,5,3,3,3,4,5,2,4,4,3,3,3,4,1,3,3,5,4,4,3,3,3,2,4,3,3,4,3,3,5,4,3,4,1,2,2,2,3,4,2,2,3,1,4,3,4,3,5,3,2,4,5,4,3,3,NA,1,3,2,2,5,3,3,2,3,1,3,3,2,4,2,4,3,3,3,4,2,4,5,4,1,4,2,3,4,5,2,2,3,2,3,3,2,3,4,1,3,3,3,3,4,1,4,5,2,5,3,3,3,1,3,4,1,5,4,3,3,5,5,3,3,3,2,4,4,5,2,2,3,2,5,3,3,4,7,3,7,1,4,4,7,7,7,4,7,1,4,6,1,4,1,7,2,6,1,7,1,7,4,1,1,2,1,1,4,7,1,1,1,5,5,5,3,3,3,3,4,3,3,2,5,2,4,3,NA,NA,1,"40",27,23,23,1,1,NA,4,4,4,1,2,2,2,2,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,4,4,6,2,7,4,7,2,6,2,7,4,7,7,6,4,2,4,4,4,7,1,6,7,7,1,5,7,4,7,4,2,2,4,4,3,4,2,3,4,2,1,3,2,4,3,2,2,4,2,1,2,1,1,1,7,7,7,2,3,7,7,7,7,7,7,7,4,3,1,1,1,2,3,1,3,3,2,4,2,2,2,2,1,1,2,2,2,2,3,4,3,4,3,3,4,3,5,3,4,5,4,4,4,2,3,3,2,3,3,2,2,3,2,3,3,2,3,2,8,5,5,8,8,2,23,2,"Française",77,61,2,NA,1,5615611
"199","10/18/2018 12:57:58","10/18/2018 15:11:13",0,"37.173.19.210",98,7995,0,"10/25/2018 15:11:15","R_3DvzU2Vtjx5NY1k",NA,NA,NA,NA,NA,NA,"anonymous","FR",1,"JLP98","0","0","2","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2,2,3,2,3,2,2,1,2,3,2,2,2,3,2,2,2,2,5,2,4,2,4,2,2,3,2,2,3,5,5,5,4,5,4,3,1,4,3,1,4,4,4,5,2,2,5,1,5,2,2,2,3,4,1,4,1,2,4,4,4,5,4,4,2,4,4,2,3,1,2,1,4,5,4,4,4,1,4,5,2,1,2,4,4,2,2,4,4,5,1,2,2,2,2,4,5,4,1,1,1,1,4,4,4,1,5,1,5,4,3,5,4,2,5,2,2,4,2,1,1,1,2,1,4,2,4,1,4,3,2,2,4,1,3,3,4,1,3,2,1,3,6,5,3,3,2,3,3,2,2,3,3,2,3,4,4,3,2,5,3,4,2,4,5,3,1,4,5,5,2,2,2,2,1,1,1,1,1,2,2,2,4,3,4,4,3,5,5,5,6,5,7,5,6,7,5,5,3,6,6,6,7,4,1,3,1,5,7,5,6,7,5,6,6,5,2,2,6,3,3,5,6,2,1,1,3,3,5,3,2,3,3,4,3,2,4,5,4,3,5,40,0,2,"29m2",28,18,20,2,1,NA,4,4,1,NA,1,NA,1,NA,1,NA,2,8,3,1,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,6,4,2,5,6,2,5,2,3,3,7,2,7,2,7,1,5,6,2,7,2,5,3,3,1,2,7,2,7,5,2,2,1,2,2,4,3,2,2,3,2,2,1,1,2,3,3,1,2,2,1,2,2,2,5,5,2,1,2,5,4,5,4,5,4,5,2,2,1,1,1,2,2,2,4,2,1,3,3,1,2,2,2,1,2,1,2,1,3,2,3,4,3,3,3,2,3,3,4,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,1,2,2,3,7,7,6,7,3,2,20,3,"Française",161,83,2,0,1,5496151
"200","10/16/2018 18:46:49","10/16/2018 22:14:36",0,"2.7.71.154",100,12467,1,"10/16/2018 22:14:37","R_1laROyt3jOsDUZ5",NA,NA,NA,NA,45.2198944091797,5.79010009765625,"anonymous","FR",1,"LDN95","0","1","0","0","0","0","2","3","0","0","0","0","0","0","180","150","0","0","0","5","0","1","0","0","1","0","0","0","1","0",3,3,4,3,3,3,2,3,2,3,3,4,2,2,4,1,3,2,4,5,5,4,4,4,5,4,2,3,2,5,5,5,4,1,4,3,4,5,4,4,5,1,4,4,4,4,4,2,2,4,4,4,4,2,5,5,1,4,4,3,5,5,4,2,4,4,4,5,2,2,1,2,5,2,4,5,5,4,2,2,4,4,5,4,3,1,2,5,2,5,1,1,2,1,4,4,4,1,4,2,1,1,2,2,5,1,1,4,5,4,4,2,5,2,2,4,2,4,2,2,1,1,2,5,1,1,2,1,4,4,1,1,1,2,5,2,1,2,1,1,1,1,7,2,2,4,3,3,3,2,2,4,2,1,4,2,2,4,4,2,4,5,1,2,5,4,1,4,3,2,5,4,4,3,5,3,3,4,4,2,2,2,1,2,5,5,5,5,4,4,4,2,3,3,5,4,1,2,6,5,2,2,3,4,3,1,4,2,5,4,3,2,2,7,5,2,3,6,7,2,7,1,4,7,5,5,4,2,3,4,5,4,4,1,4,4,2,5,4,2,3,75,50,1,"30",32,23,25,2,1,NA,4,2,1,NA,2,6,5,4,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,6,4,4,4,6,3,5,2,4,4,5,1,7,4,4,1,7,5,2,7,2,4,2,4,1,5,7,2,6,4,2,2,4,2,3,1,3,2,2,1,2,2,2,2,2,1,3,2,3,2,2,2,2,2,3,5,2,2,2,6,6,7,6,5,6,5,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,4,4,3,5,5,4,4,3,5,3,5,4,5,4,3,2,3,3,3,2,1,2,1,3,3,3,3,3,4,3,7,8,6,7,3,3,23,2,"Française",165,59,2,0,2,2862315
"201","10/20/2018 10:16:42","10/20/2018 11:01:13",0,"80.12.63.163",100,2671,1,"10/20/2018 11:01:14","R_1NttJnFntvZrfN7",NA,NA,NA,NA,44.1392059326172,4.80790710449219,"anonymous","FR",1,"KCE97","0","0","0","0","0","0","1","3","0","1","0","1","100","0","0","0","0","0","1","1","1","2","0","3","0","1","0","0","0","0",2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,5,3,1,1,2,2,3,3,2,2,4,2,2,3,4,2,3,2,4,2,3,2,3,4,4,4,4,4,3,1,4,4,2,4,3,2,2,3,3,1,4,3,2,4,2,2,3,3,4,2,4,3,3,3,2,2,4,3,2,4,4,3,4,2,3,3,2,3,1,4,4,4,2,4,2,3,3,3,3,3,4,4,2,4,4,3,4,2,3,4,2,2,2,4,3,4,4,3,2,3,3,2,2,4,3,3,5,1,4,2,2,4,4,4,3,1,2,2,7,1,3,3,2,3,2,3,3,3,2,2,2,2,4,2,2,4,3,4,4,4,3,3,4,2,5,5,1,2,2,1,1,4,2,4,3,1,4,4,3,1,1,1,2,4,2,4,2,5,2,6,4,6,2,5,2,5,2,3,2,6,2,2,3,2,2,2,5,2,5,2,4,2,5,5,2,2,5,2,6,5,5,2,3,2,3,3,4,4,2,2,4,2,2,4,4,1,4,500,500,3,"200",27,19,25,2,1,NA,2,1,1,NA,3,2,7,4,1,NA,2,3,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,4,1,6,4,4,4,4,3,5,3,4,7,4,4,3,7,4,4,5,4,5,3,2,1,4,7,3,5,4,4,1,3,3,1,1,1,3,3,3,1,4,4,4,4,1,1,3,4,1,1,4,4,4,4,3,4,5,5,4,4,4,4,4,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,3,2,2,2,3,2,2,1,3,3,3,2,3,8,8,8,8,6,2,21,2,"Française",170,62,1,1,2,6285942
"202","10/17/2018 20:53:33","10/17/2018 21:53:45",0,"176.144.100.163",100,3612,1,"10/17/2018 21:53:46","R_2czHubsr69K5b43",NA,NA,NA,NA,45.1486968994141,5.74929809570312,"anonymous","FR",1,"MGE02","0","1","0","0","0","0","2","2","0","0","0","0","1","0","80","0","0","0","0","1","0","0","4","2","1","0","0","0","0","2",3,4,4,1,2,3,3,4,3,2,3,3,2,2,4,1,2,2,5,4,2,2,4,2,2,3,2,2,2,4,4,4,4,3,3,4,2,4,2,4,4,1,3,4,5,3,5,1,3,2,4,2,3,2,2,5,1,2,3,1,4,4,4,4,4,2,2,3,5,3,4,2,4,3,5,5,5,2,4,2,4,2,3,2,3,3,1,2,2,2,2,2,1,5,5,3,1,2,3,1,3,3,2,2,5,3,2,2,5,4,3,4,4,4,4,3,2,3,4,5,1,2,4,1,5,4,3,1,4,4,3,2,4,4,5,4,4,1,3,1,2,3,5,3,3,3,1,3,2,3,3,2,3,2,4,3,3,4,2,4,2,4,4,3,4,1,2,4,4,4,4,2,4,2,4,4,4,5,4,4,2,2,3,3,2,4,3,4,5,4,4,7,2,6,3,5,3,7,3,6,7,7,4,5,3,1,5,2,7,6,7,3,7,4,7,7,2,3,3,1,3,6,7,3,1,2,4,4,4,3,4,4,2,3,3,3,3,5,3,2,3,NA,NA,0,"18",24,22,22,2,1,NA,4,4,4,1,7,5,6,5,1,NA,2,3,1,NA,NA,2,1,NA,2,"Amis","Sport",NA,NA,NA,10,10,NA,NA,NA,2,2,5,3,6,3,3,3,3,3,6,3,5,3,6,3,7,3,7,3,7,6,6,7,3,7,4,5,3,5,7,3,5,7,3,2,4,4,1,1,1,4,3,2,1,4,4,4,3,1,1,3,4,1,1,2,3,2,3,6,2,3,2,5,7,7,7,7,5,3,2,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,3,4,4,3,4,4,4,4,3,1,3,3,3,2,2,3,2,3,2,4,3,3,3,3,8,7,3,8,7,2,18,1,"Française",163,54,2,NA,1,4511930
