"","responseid","x","q55_1","q55_2","q55_3","q55_4","q55_5","q55_6","q55_7","hightemp","x.x","q55_13","q55_14","q55_15","q55_16","q55_17","q55_18","q55_19","q55_20","solitaryt","x.y","q55_8","q55_9","q55_10","q55_11","q55_12","socialt","q53_97","q53_98","q53_93","q53_99","q53_100","q53_101","q53_102","q53_104","q53_89","q53_91","q53_86","q53_79","q53_77","q53_94","q53_75","q53_73","q53_71","q53_69","avoidance","q53_1","q53_70","q53_72","q53_74","q53_76","q53_78","q53_80","q53_81","q53_82","q53_83","q53_84","q53_85","q53_87","q53_88","q53_90","q53_92","q53_95","q53_96","anxiety","STRAQ","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic"
"95","R_2f1jarg3gMpKNhZ",97,4,2,2,2,3,3,2,2.57142857142857,97,4,3,3,2,4,4,3,3,3.25,97,3,4,3,4,2,3.2,3,1,5,3,1,2,2,2,5,2,5,2,3,3,4,5,3,3,3,7,5,2,5,5,7,5,5,7,2,5,2,3,1,2,5,6,2,4.22222222222222,3.3,4.25,3,2.63333333333333,2.5,2.77777777777778,3.16666666666667,3.33333333333333,5.63636363636364,3.52631578947368,2.46153846153846,2.72727272727273,2.6,2,4.2,3.33333333333333,3.07692307692308,3.71428571428571
"96","R_2fiCNMOv4DsLkuq",94,3,3,3,3,3,3,3,3,94,3,3,3,3,3,3,3,3,3,94,3,3,3,3,3,3,5,2,4,6,2,3,2,1,2,3,2,4,2,2,2,1,1,2,2.55555555555556,6,1,1,2,4,4,5,3,3,3,3,2,2,3,2,3,2,2,2.83333333333333,3,2.9375,2.55555555555556,2.96666666666667,2.6,2.5,2.5,2.88888888888889,5.54545454545455,3.89473684210526,2.92307692307692,3.09090909090909,3,3.86666666666667,3.8,4.11111111111111,3.61538461538462,4.07142857142857
"97","R_2geOPAWJzsl6k93",224,4,2,4,4,4,5,2,3.57142857142857,224,2,2,2,4,4,5,5,5,3.625,224,4,5,4,5,5,4.6,5,3,6,3,3,3,2,NA,6,4,5,5,5,3,6,5,3,6,NA,7,7,7,3,5,7,7,7,7,4,7,6,5,7,7,2,7,5,5.94444444444444,3.45,5.9375,NA,1.93333333333333,4.2,3,3.22222222222222,3.66666666666667,6.36363636363636,1.94736842105263,3.92307692307692,3.63636363636364,2.4,1.46666666666667,4.2,2.44444444444444,3,4.42857142857143
"98","R_2OIIErppTm6s7ql",109,5,5,5,5,5,5,3,4.71428571428571,109,2,1,5,1,4,5,3,3,3,109,1,3,2,5,2,2.6,6,6,5,6,5,2,2,4,4,4,2,4,4,5,3,4,6,4,4.22222222222222,6,7,6,6,3,7,7,7,7,7,7,6,4,1,7,3,6,4,5.61111111111111,2.3,5.6875,4.22222222222222,3,2.8,3.11111111111111,4.22222222222222,2.11111111111111,5.27272727272727,2.47368421052632,4.69230769230769,NA,3.4,2.13333333333333,4.2,2,2.69230769230769,4.92857142857143
"99","R_2OJYSlpioR9rRG2",242,1,1,1,1,5,5,1,2.14285714285714,242,2,1,1,3,2,2,3,3,2.125,242,1,4,3,1,5,2.8,6,4,4,2,4,4,4,4,4,4,4,4,1,4,2,4,4,4,3.72222222222222,4,4,5,5,4,5,4,7,4,4,4,4,4,4,6,6,5,4,4.61111111111111,2.9,4.625,3.72222222222222,3.7,1.7,2.44444444444444,2.88888888888889,2.88888888888889,5.09090909090909,2.78947368421053,4,3.18181818181818,3,2.53333333333333,3.6,3.44444444444444,2.53846153846154,2.14285714285714
"100","R_2OUynfLxXe1uevz",75,4,2,3,4,4,2,2,3,75,4,2,2,2,2,5,5,2,3,75,1,2,4,1,4,2.4,1,1,2,1,2,2,2,1,2,1,2,1,1,6,6,1,1,1,1.88888888888889,4,5,2,3,5,2,5,5,3,1,5,2,5,2,6,6,6,2,3.83333333333333,2.85,3.8125,1.88888888888889,2.8,3.1,2.44444444444444,3.05555555555556,3.55555555555556,6.18181818181818,2.84210526315789,3.53846153846154,3.90909090909091,3,1.93333333333333,4.6,3.11111111111111,4,4.07142857142857
"101","R_2OZHE5ZBbtpO6ZM",56,2,2,2,2,2,4,2,2.28571428571429,56,5,5,5,4,5,5,5,5,4.875,56,2,4,2,4,5,3.4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,7,1,3,1.55555555555556,1,1,1,3,3,5,2,5,7,1,2,2,7,5,5,5,2,1,3.22222222222222,4.1,3.4375,1.55555555555556,3,2.1,1.77777777777778,2.77777777777778,2.22222222222222,6.27272727272727,4.31578947368421,2.92307692307692,3.63636363636364,2.6,2.6,3.4,4.22222222222222,3.15384615384615,4.5
"102","R_2pLWk7UZ7GkWY4t",64,1,1,1,2,1,1,1,1.14285714285714,64,5,1,3,4,5,4,2,3,3.375,64,3,4,1,5,3,3.2,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1.66666666666667,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,1,1.38888888888889,3.85,1.375,1.66666666666667,3.73333333333333,2,1.33333333333333,4.38888888888889,3.72222222222222,5.63636363636364,NA,4.61538461538461,3,3.4,3,2.4,3.33333333333333,4.69230769230769,4.92857142857143
"103","R_2PvcaztBhgjX2Ig",203,4,3,3,5,4,5,2,3.71428571428571,203,4,3,2,4,5,4,4,3,3.625,203,2,4,3,2,2,2.6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,3,4,4,6,4,4.22222222222222,2.9,4.125,4,2.56666666666667,3.3,3,2.22222222222222,2.66666666666667,5.45454545454545,3.89473684210526,NA,2.54545454545455,2,3.2,2.6,2.44444444444444,2.53846153846154,4.14285714285714
"104","R_2q3lbR5hmhasIy1",153,5,5,2,5,4,5,1,3.85714285714286,153,4,4,2,3,5,5,5,5,4.125,153,5,5,5,5,5,5,1,4,1,1,4,1,1,1,1,4,1,1,4,5,1,4,1,5,2.27777777777778,7,7,4,7,6,7,7,4,4,7,7,4,7,7,7,7,7,1,5.94444444444444,3.65,6.1875,2.27777777777778,2.16666666666667,4.5,2.88888888888889,2.33333333333333,2.77777777777778,5,3,1.30769230769231,4.18181818181818,2.6,3.4,4.2,3.44444444444444,2.23076923076923,4.42857142857143
"105","R_2QtTb5mZAIFCtp6",53,4,1,5,4,2,2,1,2.71428571428571,53,2,2,2,2,5,4,1,4,2.75,53,1,2,1,1,2,1.4,5,3,4,3,2,5,5,3,6,2,3,3,2,3,3,5,6,2,3.61111111111111,5,5,6,7,5,2,3,3,4,2,6,4,2,1,7,6,6,1,4.16666666666667,2.6,4.25,3.61111111111111,3.7,2.2,1.83333333333333,3.77777777777778,3.38888888888889,5.54545454545455,4.47368421052632,4.61538461538461,1.63636363636364,2.4,3.26666666666667,1.2,2.22222222222222,3.84615384615385,4.57142857142857
"106","R_2qxZEZLnuI3z6Pw",7,1,1,3,2,1,2,2,1.71428571428571,7,3,2,3,4,2,3,2,3,2.75,7,1,1,1,4,4,2.2,6,7,5,3,7,4,5,4,5,4,5,6,5,5,3,5,5,6,5,3,3,5,4,3,6,1,5,3,2,6,2,4,1,7,2,6,4,3.72222222222222,3.15,3.5625,5,2.36666666666667,2.8,2.22222222222222,2.72222222222222,2.38888888888889,5.45454545454545,2,3.53846153846154,4.18181818181818,2.2,1.73333333333333,4,2.88888888888889,3.84615384615385,4
"107","R_2rIRNl0NdlO2Uxc",36,4,2,5,5,5,5,2,4,36,4,2,2,2,5,5,5,5,3.75,36,2,5,3,4,4,3.6,1,3,3,3,3,2,2,3,6,5,3,3,1,1,3,3,2,2,2.72222222222222,5,5,5,2,1,5,5,1,5,1,6,2,2,6,5,2,5,1,3.55555555555556,3.1,3.625,2.72222222222222,3.56666666666667,3,1.83333333333333,3.16666666666667,3.66666666666667,7,1.26315789473684,4.84615384615385,3.63636363636364,4,1.13333333333333,5,2.44444444444444,3.92307692307692,5.14285714285714
"108","R_2rjw2YLwXO91ns7",164,5,1,1,1,1,2,1,1.71428571428571,164,5,2,4,4,3,4,4,3,3.625,164,4,4,4,5,4,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,3,1,1,1,1,3,4,2,3,1,3,1,1,1,1,3,3,1,1.88888888888889,4,1.875,NA,4,2.1,1.22222222222222,4.61111111111111,3.88888888888889,7,2.36842105263158,4.61538461538461,2.90909090909091,3.2,1.26666666666667,3.6,4.55555555555556,4.61538461538461,4.5
"109","R_2rUUwrQCl3qvE9D",250,4,2,3,2,4,4,1,2.85714285714286,250,4,3,3,4,5,4,3,3,3.625,250,3,5,3,5,5,4.2,4,4,3,2,3,4,4,3,3,4,3,4,3,4,3,4,3,4,3.44444444444444,5,5,5,5,5,7,5,5,2,4,5,5,4,1,6,5,7,4,4.72222222222222,3.6,4.625,3.44444444444444,3.36666666666667,2.4,2.66666666666667,3.16666666666667,3.38888888888889,5.45454545454545,3.94736842105263,2.69230769230769,2.81818181818182,3.2,3.26666666666667,3.4,3.11111111111111,3.07692307692308,3.85714285714286
"110","R_2S2CxavFcYNl8WP",173,5,2,2,4,4,4,2,3.28571428571429,173,3,2,1,2,5,1,4,1,2.375,173,4,4,3,5,5,4.2,2,2,2,1,2,1,2,1,1,2,2,1,2,7,1,2,1,2,1.88888888888889,7,2,7,2,1,5,1,2,5,1,1,2,1,1,7,5,7,1,3.22222222222222,2.95,3.125,1.88888888888889,1.93333333333333,2.7,3.16666666666667,2.22222222222222,NA,6.27272727272727,3.36842105263158,2.38461538461538,2.90909090909091,3.2,1.53333333333333,3.8,4,3.46153846153846,4
"111","R_2s6i5G978YOvLy2",55,4,4,5,4,2,4,3,3.71428571428571,55,5,3,4,4,4,2,3,4,3.625,55,2,2,3,3,3,2.6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4.05555555555556,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4.22222222222222,2.9,4.1875,4.05555555555556,2.66666666666667,3.2,2.77777777777778,2.88888888888889,2.94444444444444,5.36363636363636,2.78947368421053,3.38461538461538,2.81818181818182,2.8,1.8,3.8,3,2.38461538461538,4.28571428571429
"112","R_2s7HxhTfqSW2qNJ",108,5,2,2,2,4,2,1,2.57142857142857,108,4,3,4,3,5,5,5,5,4.25,108,4,4,3,5,5,4.2,4,2,4,2,4,4,6,2,3,2,2,3,4,5,2,5,1,3,3.22222222222222,3,2,6,2,5,5,3,4,4,4,5,2,3,3,7,1,3,2,3.55555555555556,3.95,3.6875,3.22222222222222,2.7,3.1,2.61111111111111,2.44444444444444,2.55555555555556,5.90909090909091,2.94736842105263,2.53846153846154,3.63636363636364,3,3.2,4,2.44444444444444,3.53846153846154,4.14285714285714
"113","R_2SBmvcnZkCw1tTM",126,5,5,5,5,5,4,4,4.71428571428571,126,4,1,1,1,1,1,1,1,1.375,126,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,2.26666666666667,1.5,3.77777777777778,2.38888888888889,1.5,4.09090909090909,4,4.30769230769231,2.81818181818182,2.4,2.8,1.8,1.88888888888889,2.53846153846154,3.07142857142857
"114","R_2sR9C0JuJtEHuRt",92,3,3,4,4,4,4,4,3.71428571428571,92,2,2,3,3,2,4,3,3,2.75,92,3,4,2,3,3,3,2,3,3,3,1,1,2,1,1,3,3,3,3,5,1,3,3,3,2.44444444444444,6,3,1,3,4,5,1,7,5,3,3,4,1,4,5,4,3,1,3.5,2.65,3.6875,2.44444444444444,3.43333333333333,2.1,2.22222222222222,3.27777777777778,2.27777777777778,4.72727272727273,3.42105263157895,4.23076923076923,3.18181818181818,2.4,3.4,3.6,2.66666666666667,3.15384615384615,3.78571428571429
"115","R_2sRpjAmWHFJ2DMz",154,5,1,1,1,1,1,2,1.71428571428571,154,2,1,1,1,1,5,5,1,2.125,154,1,3,1,1,5,2.2,1,1,4,1,1,4,1,4,4,1,1,1,1,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,4,1,1,1,1,1,1.5,2.9,1.5625,2,4.26666666666667,1,1.16666666666667,3.44444444444444,3.44444444444444,4.81818181818182,1.47368421052632,3.07692307692308,4.18181818181818,4,1.73333333333333,5,4.55555555555556,4,5.14285714285714
"116","R_2TFqJgkqjOuACCu",124,2,2,2,2,2,2,2,2,124,2,3,3,2,4,3,3,3,2.875,124,3,4,3,4,4,3.6,4,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,3,1.55555555555556,5,4,4,5,4,4,4,7,4,3,6,4,5,6,3,6,NA,3,NA,3.45,4.625,1.55555555555556,3.63333333333333,1.8,2,2.83333333333333,3.5,NA,3.52631578947368,3.38461538461538,3.45454545454545,3.6,3.26666666666667,3.4,3.66666666666667,3.30769230769231,4.21428571428571
"117","R_2TFzl4KHLfYd1fU",43,3,3,3,3,3,3,2,2.85714285714286,43,4,4,4,3,4,2,4,2,3.375,43,4,5,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1.27777777777778,3,2,2,2,1,2,4,1,5,1,5,1,1,1,1,3,3,1,2.16666666666667,3.45,2.1875,1.27777777777778,3.8,2.5,1.94444444444444,4,3.72222222222222,6.63636363636364,2.36842105263158,4,3.27272727272727,4.6,2.53333333333333,4.6,4.88888888888889,3.38461538461538,5.14285714285714
"118","R_2TubfjWBP8mlfj2",172,4,2,5,5,2,5,1,3.42857142857143,172,4,1,2,5,4,4,2,4,3.25,172,2,2,1,1,4,2,5,5,3,5,5,2,2,5,3,3,1,3,3,3,3,3,5,6,3.61111111111111,6,2,NA,2,7,6,5,3,2,2,6,2,1,6,6,6,6,5,NA,2.7,NA,3.61111111111111,2.53333333333333,2.9,3.22222222222222,2.44444444444444,2.77777777777778,6.54545454545455,2.15789473684211,3.30769230769231,2.72727272727273,3,1.93333333333333,4,4.77777777777778,3.07692307692308,4.35714285714286
"119","R_2U3KaEA526X0kwy",65,4,2,3,4,4,4,1,3.14285714285714,65,5,4,5,4,3,4,5,4,4.25,65,4,5,4,4,5,4.4,3,5,5,2,4,5,5,5,3,3,3,3,3,3,3,3,3,5,3.66666666666667,6,4,5,3,5,5,3,3,4,4,3,5,3,3,6,4,5,4,4.16666666666667,3.8,4.125,3.66666666666667,2.93333333333333,2.4,2.22222222222222,2.27777777777778,2.66666666666667,4.54545454545455,3.42105263157895,3.53846153846154,3.09090909090909,2.6,3.06666666666667,3.8,3.88888888888889,3.61538461538462,3.21428571428571
"120","R_2v0n8AuyOtSmoX9",90,3,1,1,3,2,4,2,2.28571428571429,90,4,2,2,4,4,4,4,2,3.25,90,2,4,3,5,4,3.6,5,3,1,2,5,4,2,2,3,1,2,1,1,4,5,2,2,3,2.66666666666667,5,5,5,6,2,5,5,5,6,1,5,2,3,3,2,6,6,1,4.05555555555556,3.5,4.125,2.66666666666667,3.7,1.9,2.27777777777778,3.72222222222222,3.72222222222222,5.09090909090909,4.42105263157895,3.30769230769231,3,1.6,2.66666666666667,3.6,3.55555555555556,NA,4.14285714285714
"121","R_2VjYYKH5h2iXAuz",68,2,1,2,4,3,2,2,2.28571428571429,68,5,3,4,4,5,3,4,4,4,68,1,4,4,5,4,3.6,3,3,3,1,1,1,1,1,1,4,1,2,1,1,4,2,2,1,1.83333333333333,5,5,3,1,4,5,5,4,4,1,7,1,1,4,5,5,6,1,3.72222222222222,3.8,3.75,1.83333333333333,3.03333333333333,2.2,3.05555555555556,3.38888888888889,3.11111111111111,6.18181818181818,2.10526315789474,3.30769230769231,2.45454545454545,2.4,3.73333333333333,2.6,3.33333333333333,2.84615384615385,4.07142857142857
"122","R_2WDpi6wqLub8KAh",245,1,2,2,1,1,1,1,1.28571428571429,245,5,1,1,1,4,4,4,2,2.75,245,2,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,6,4,4,3.75,3.875,4,3.16666666666667,2.3,1.94444444444444,4.38888888888889,2.83333333333333,3.27272727272727,5.78947368421053,4.30769230769231,1.63636363636364,1.2,5.2,4.4,2.77777777777778,3.92307692307692,4.42857142857143
"123","R_2wKqFtF9nbdjTcB",6,5,4,5,5,5,5,3,4.57142857142857,6,3,3,4,3,3,4,3,3,3.25,6,2,2,3,4,5,3.2,5,3,3,7,4,2,1,3,3,3,3,4,2,1,2,7,3,4,3.33333333333333,7,7,3,4,7,5,7,7,7,1,7,4,7,4,7,5,7,2,5.44444444444444,2.6,5.5625,3.33333333333333,1.5,4.4,4.22222222222222,2.27777777777778,1.83333333333333,6.63636363636364,3.73684210526316,3.07692307692308,3.72727272727273,3,2.8,4,1.77777777777778,2.38461538461538,4.07142857142857
"124","R_2WVBvT1PfuxbSbd",19,4,2,3,4,3,4,2,3.14285714285714,19,4,2,3,4,4,4,3,4,3.5,19,2,4,4,4,4,3.6,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1.27777777777778,5,3,2,2,6,4,4,4,2,1,5,2,2,2,2,2,5,1,3,3.3,3,1.27777777777778,2.43333333333333,2.6,2.66666666666667,2,2.88888888888889,5.45454545454545,2.78947368421053,3.69230769230769,3.36363636363636,3.6,1.8,3.6,2,3.23076923076923,4
"125","R_2wz6iR49zHSRwaq",62,5,2,3,5,5,5,2,3.85714285714286,62,2,3,4,2,4,3,4,4,3.25,62,2,3,4,2,4,3,5,5,4,4,6,3,4,3,5,4,4,5,6,3,3,6,4,4,4.33333333333333,5,6,4,5,5,5,6,5,4,3,5,4,5,3,3,5,5,5,4.61111111111111,2.8,4.5625,4.33333333333333,2.93333333333333,2.8,3.27777777777778,2.83333333333333,3.94444444444444,5.63636363636364,3.68421052631579,3.15384615384615,2.36363636363636,2.2,3.4,3.2,3.55555555555556,3.38461538461538,4.71428571428571
"126","R_2XaE0cSORctT5fN",136,2,1,1,1,1,2,1,1.28571428571429,136,5,3,5,5,5,5,4,3,4.375,136,1,1,4,1,2,1.8,3,3,7,5,3,3,2,3,3,1,3,2,1,2,3,6,4,5,3.27777777777778,6,5,5,2,3,6,5,2,3,4,2,1,3,1,1,7,1,1,3.22222222222222,3.85,3.5,3.27777777777778,1.7,3.7,2.83333333333333,3.05555555555556,2.16666666666667,5.90909090909091,3.26315789473684,2.46153846153846,1.36363636363636,1.4,4.86666666666667,3.4,3.66666666666667,3.61538461538462,4.28571428571429
"127","R_2XjseJWmiV5gNLe",170,4,1,2,3,2,3,2,2.42857142857143,170,4,3,3,4,5,3,3,3,3.5,170,2,4,4,3,4,3.4,4,4,4,2,2,2,1,3,6,5,5,3,4,1,1,6,5,6,3.55555555555556,5,5,5,6,5,7,6,6,6,NA,6,5,2,5,7,5,7,5,NA,3.5,NA,3.55555555555556,NA,3.5,2,2.55555555555556,2.27777777777778,5.90909090909091,2.94736842105263,2.46153846153846,4,3.2,1.93333333333333,4.4,3.66666666666667,3.23076923076923,4.57142857142857
"128","R_2xQvNa2DRQ56Z2F",241,4,4,4,4,4,4,3,3.85714285714286,241,4,4,4,4,4,3,2,3,3.5,241,1,4,2,4,2,2.6,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,5,5,4,5,2,4,4,3,4,4.05555555555556,2.8,4.125,4,3.33333333333333,2.3,2.11111111111111,3.66666666666667,3.27777777777778,5.90909090909091,2.31578947368421,4,3,3.8,2.46666666666667,4.2,3.11111111111111,3.76923076923077,4.42857142857143
"129","R_2Y97N5cIDvPU0RS",216,4,1,4,5,3,4,2,3.28571428571429,216,4,1,2,4,4,4,5,2,3.25,216,3,4,4,2,3,3.2,2,1,4,1,2,3,4,2,5,2,2,1,1,3,2,2,2,2,2.27777777777778,4,4,3,2,5,5,5,5,3,1,5,4,4,1,3,3,5,2,3.55555555555556,3.05,3.5625,2.27777777777778,3.66666666666667,2.3,2.77777777777778,2.33333333333333,2.88888888888889,4.81818181818182,2.73684210526316,3.76923076923077,2.90909090909091,3.6,2.4,4,3.66666666666667,3.30769230769231,4.42857142857143
"130","R_2YP3CrTGn2Mv4sl",10,3,1,3,5,3,5,2,3.14285714285714,10,4,3,4,4,4,4,4,5,4,10,4,NA,3,5,4,NA,7,6,2,6,7,7,5,1,6,2,7,7,7,1,6,7,1,6,5.05555555555556,7,7,6,1,2,7,7,7,6,6,1,2,7,7,6,6,7,2,5.22222222222222,NA,5.3125,5.05555555555556,2.63333333333333,3.6,NA,NA,2.83333333333333,NA,NA,3.15384615384615,4.09090909090909,3.4,NA,NA,4.44444444444444,NA,NA
"131","R_2YuiWHZ4wkFEGtE",251,3,2,3,3,3,4,2,2.85714285714286,251,4,4,2,4,4,4,4,3,3.625,251,3,3,4,4,3,3.4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16666666666667,5,5,3,4,3,4,3,5,5,1,5,2,4,2,5,5,6,1,3.77777777777778,3.4,3.8125,1.16666666666667,4.13333333333333,2,2.16666666666667,3.61111111111111,3.55555555555556,5.27272727272727,3.36842105263158,3.92307692307692,3,3,2.06666666666667,3.4,3.22222222222222,3.84615384615385,4.42857142857143
"132","R_2ZEVSC5PgdgkL5h",105,3,2,2,2,2,2,2,2.14285714285714,105,4,3,2,2,4,2,3,3,2.875,105,2,2,4,3,4,3,3,3,5,3,3,4,5,6,6,3,3,4,5,5,4,4,5,4,4.16666666666667,5,5,5,4,5,6,4,6,5,5,6,4,6,4,6,4,6,4,5,3.25,5,4.16666666666667,1.93333333333333,4,4.16666666666667,2.88888888888889,1.61111111111111,4.90909090909091,3.26315789473684,3.69230769230769,3.36363636363636,1.2,2.2,4,2.22222222222222,2.30769230769231,3.35714285714286
"133","R_2zeYHiJms2IhxL2",149,1,5,5,1,3,4,1,2.85714285714286,149,5,5,5,5,5,3,1,1,3.75,149,1,4,1,1,3,2,1,2,5,1,1,3,1,2,1,2,1,3,1,1,1,1,2,4,1.83333333333333,6,5,7,2,1,1,5,2,5,1,7,1,5,1,1,1,4,7,3.44444444444444,3.1,3.1875,1.83333333333333,2.96666666666667,3.7,1.94444444444444,3.44444444444444,3.05555555555556,6.27272727272727,3.68421052631579,3.38461538461538,2.45454545454545,2,2.53333333333333,4.4,NA,2.76923076923077,4.21428571428571
"134","R_2zILgJDvG1RPFVN",11,3,1,2,2,3,4,2,2.42857142857143,11,4,3,3,NA,4,3,3,3,NA,11,3,3,4,4,4,3.6,3,3,4,3,3,5,3,3,5,3,3,3,3,3,3,3,4,3,3.33333333333333,4,4,3,3,4,4,5,5,3,3,3,4,3,4,3,3,5,3,3.66666666666667,NA,3.625,3.33333333333333,2.63333333333333,3.1,2.88888888888889,3.44444444444444,2.5,5.09090909090909,3.47368421052632,3.15384615384615,3,2,2.93333333333333,3.2,3.66666666666667,3,4.35714285714286
"135","R_3006KKPNjKaT9e9",128,3,2,5,4,4,5,1,3.42857142857143,128,5,2,5,2,3,5,5,4,3.875,128,1,1,4,5,4,3,3,2,3,7,4,2,1,1,7,1,2,2,2,1,6,3,1,3,2.83333333333333,7,7,7,3,6,6,5,3,7,4,7,5,1,4,6,3,7,1,4.94444444444444,3.2,5.0625,2.83333333333333,3.16666666666667,3.3,2.22222222222222,3.5,2.88888888888889,5.63636363636364,2.21052631578947,4.38461538461539,4.09090909090909,2.2,2,3.8,2.55555555555556,4,4.71428571428571
"136","R_302YBp8ijtoF4gs",4,4,1,2,2,2,2,1,2,4,4,2,3,2,1,5,4,2,2.875,4,2,4,2,4,2,2.8,2,5,2,6,2,2,3,3,5,1,1,1,1,4,3,1,3,2,2.61111111111111,5,5,5,3,5,5,7,5,6,2,6,2,5,2,5,5,6,3,4.55555555555556,3.25,4.5625,2.61111111111111,2.86666666666667,3,2.16666666666667,2.77777777777778,3.33333333333333,5.27272727272727,3.42105263157895,3.30769230769231,3.63636363636364,3.4,2.06666666666667,2.4,3.88888888888889,3.15384615384615,4.21428571428571
"137","R_306jahPR4ALtFv5",59,4,2,4,4,4,4,2,3.42857142857143,59,2,4,4,4,3,4,4,2,3.375,59,4,4,4,4,4,4,3,4,1,1,5,1,5,2,2,3,6,2,3,1,3,3,2,1,2.66666666666667,5,5,4,3,6,5,5,5,5,1,2,5,2,5,3,4,5,3,4.05555555555556,3.25,4.0625,2.66666666666667,2.23333333333333,3.6,3.27777777777778,3.27777777777778,3.16666666666667,4.81818181818182,3.68421052631579,3.38461538461538,2.09090909090909,3.4,3.46666666666667,3.4,3.66666666666667,2.46153846153846,4.07142857142857
"138","R_30vgHEzREoHcNvc",190,4,2,4,4,4,5,2,3.57142857142857,190,3,1,2,3,3,5,4,4,3.125,190,1,3,3,5,4,3.2,2,2,2,2,2,3,1,2,6,1,2,2,1,1,2,3,3,2,2.16666666666667,4,3,2,2,2,2,4,2,2,1,5,1,2,1,2,7,5,1,2.66666666666667,2.9,2.625,2.16666666666667,2.36666666666667,1.2,2.33333333333333,2.66666666666667,3.66666666666667,6.27272727272727,2.36842105263158,3.92307692307692,2.63636363636364,4.2,1.86666666666667,5,4.88888888888889,3.61538461538462,4.92857142857143
"139","R_31KlVAsLsmFrDv8",76,5,2,5,5,4,5,2,4,76,4,2,3,1,5,4,5,3,3.375,76,2,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.05555555555556,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,4,2,1,1.55555555555556,3.05,1.5625,1.05555555555556,3.96666666666667,1.7,NA,4.11111111111111,3.33333333333333,6.54545454545455,1.89473684210526,4.92307692307692,3.90909090909091,3,2.26666666666667,5,1.77777777777778,4.15384615384615,4.5
"140","R_3240VThVvSYBdgf",186,5,4,5,5,5,3,5,4.57142857142857,186,2,3,4,3,3,5,5,3,3.5,186,2,4,4,4,4,3.6,4,3,5,2,4,3,1,3,3,4,3,5,2,3,2,3,3,6,3.27777777777778,6,6,6,5,6,6,6,6,6,5,7,5,4,4,7,7,7,2,5.61111111111111,2.8,5.75,3.27777777777778,3.4,2.7,2.22222222222222,4.22222222222222,3.38888888888889,5.72727272727273,3.94736842105263,4.15384615384615,3.09090909090909,2.6,2.86666666666667,4,2.66666666666667,4.23076923076923,4.57142857142857
"141","R_32OV1PRhrUXaRV1",220,4,3,4,4,4,4,2,3.57142857142857,220,4,4,3,4,4,4,4,3,3.75,220,2,3,3,4,4,3.2,2,2,2,2,2,2,6,2,2,2,2,2,1,2,3,3,2,3,2.33333333333333,6,6,5,6,6,6,6,5,5,2,5,5,2,2,6,6,6,3,4.88888888888889,3.15,4.9375,2.33333333333333,2.26666666666667,3.3,NA,2.77777777777778,2.27777777777778,7,2.31578947368421,3.69230769230769,1.81818181818182,2.8,1.4,2.8,2.11111111111111,2.15384615384615,4.14285714285714
"142","R_331FZ0bybBxc1m2",231,5,1,3,2,2,3,1,2.42857142857143,231,4,2,4,4,2,5,4,4,3.625,231,3,4,4,3,5,3.8,4,5,4,3,5,3,5,4,5,3,3,4,3,4,3,4,4,3,3.83333333333333,3,6,5,3,6,6,4,6,6,2,7,3,3,3,5,6,6,3,4.61111111111111,3.65,4.625,3.83333333333333,3.36666666666667,3.1,2.94444444444444,3.27777777777778,3.38888888888889,6.18181818181818,2.47368421052632,3.76923076923077,3,3.4,2.13333333333333,4,3.77777777777778,3.15384615384615,5
